BUSINESS_NAME,OFFICE_ADDRESS1,OFFICE_ADDRESS2,OFFICE_CITY,OFFICE_STATE,OFFICE_ZIPCODE,OFFICE_TELEPHONE,OFFICE_WEBSITE,ADVISOR_NAME,ADVISOR_EMAIL,ADVISOR_ID
OLIO FINANCIAL PLANNING,1751 PINNACLE DRIVE,SUITE 600,MCLEAN,VA,22102,7034599299,WWW.OLIOFP.COM,Timothy Reid,Timothy.Reid@OLIOFP.COM,282355
RAIN CAPITAL MANAGEMENT,121 SW MORRISON ST.,# 850,PORTLAND,OR,97204,5038221700,WWW.RAINCAPITAL.COM,Gary Jones,Gary.Jones@RAINCAPITAL.COM,158996
PENINSULA ASSET MANAGEMENT INC,1001 3RD AVENUE WEST,SUITE 220,BRADENTON,FL,34205,9417488680,WWW.PENINSULAASSET.COM,Troy Tourgee,Troy.Tourgee@PENINSULAASSET.COM,108600
"CORRE PARTNERS MANAGEMENT, LLC",12 E. 49TH ST.,SUITE 4003,NEW YORK,NY,10017,6468637151,WWW.CORREPARTNERS.COM,Jaime Rubio,Jaime.Rubio@CORREPARTNERS.COM,161571
HUDSON STRUCTURED CAPITAL MANAGEMENT LTD.,ONE DOCK STREET,SUITE 404,STAMFORD,CT,06902-5838,2039754850,WWW.HSCM.COM,Shawn Sullivan,Shawn.Sullivan@HSCM.COM,282919
STONEBRIDGE PARTNERS LLC,81 MAIN STREET,SUITE 505,WHITE PLAINS,NY,10601,9146822700,WWW.STONEBRIDGEPARTNERS.COM/,Carlos Barraza,Carlos.Barraza@STONEBRIDGEPARTNERS.COM/,160018
HALCYON CAPITAL MANAGEMENT LP,477 MADISON AVENUE,8TH FLOOR,NEW YORK,NY,10022,2123039400,WWW.HALCYONLLC.COM,Travis Morrill,Travis.Morrill@HALCYONLLC.COM,282371
C-III INVESTMENT MANAGEMENT LLC,5221 N. O'CONNOR BOULEVARD,SUITE 800,IRVING,TX,75039,9728685300,WWW.C3CP.COM,Curtis Smith,Curtis.Smith@C3CP.COM,156553
PALMER SQUARE CAPITAL MANAGEMENT LLC,2000 SHAWNEE MISSION PARKWAY,SUITE 300,MISSION WOODS,KS,66205,8169943200,WWW.PALMERSQUARECAP.COM,Marc Gappmayer,Marc.Gappmayer@PALMERSQUARECAP.COM,155697
CETERA INVESTMENT MANAGEMENT LLC,200 N. PACIFIC COAST HIGHWAY,SUITE 1200,EL SEGUNDO,CA,90245,8664893100,WWW.CETERA.COM/CETERA_INVESTMENT_MANAGEMENT,Charles Wilson Jr,Charles.Wilson Jr@CETERA.COM/CETERA_INVESTMENT_MANAGEMENT,165436
"REALITY SHARES ADVISORS, LLC",402 W BROADWAY,SUITE 2800,SAN DIEGO,CA,92101,6194871445,WWW.REALITYSHARES.COM,Andrew Anderton,Andrew.Anderton@REALITYSHARES.COM,166762
PROFUND ADVISORS LLC,7501 WISCONSIN AVENUE,"EAST TOWER, 10TH FLOOR",BETHESDA,MD,20814-6527,2404976400,WWW.PROFUNDS.COM,Jason Crookston,Jason.Crookston@PROFUNDS.COM,109585
STRATEGIC WEALTH MANAGEMENT INC,"550 KIRKLAND WAY, SUITE 200",,KIRKLAND,WA,98033-6240,4252507600,WWW.SWM.COM,Steven Leon Belcolori,Steven Leon.Belcolori@SWM.COM,107180
"LOWENHAUPT GLOBAL ADVISORS, LLC",10 SOUTH BROADWAY,SUITE  550,ST. LOUIS,MO,63102,3143458181,WWW.LOWENHAUPTGLOBALADVISORS.COM,Jeffery Goodfellow,Jeffery.Goodfellow@LOWENHAUPTGLOBALADVISORS.COM,138547
"SANDY COVE ADVISORS, LLC","37 DERBY STREET, SUITE 5",,HINGHAM,MA,02043,6176221500,WWW.SANDYCOVEADVISORS.COM,Richard Orme,Richard.Orme@SANDYCOVEADVISORS.COM,152482
"INSIGNEO ADVISORY SERVICES, LLC","777 BRICKELL AVENUE, SUITE 1010",,MIAMI,FL,33131,3053739000,WWW.INSIGNEO.COM,Gregory Kuznetsov,Gregory.Kuznetsov@INSIGNEO.COM,282589
"UNIPLAN INVESTMENT COUNSEL, INC.",22939 WEST OVERSON ROAD,,UNION GROVE,WI,53182,2625343000,UNIPLANIC.COM,Kirby Miller,Kirby.Miller@UNIPLANIC.COM,154718
"ADVISOR PARTNERS, LLC",2175 NORTH CALIFORNIA BLVD,SUITE 400,WALNUT CREEK,CA,94596-7103,4154779977,WWW.ADVISORPARTNERS.COM,Clint Thomas,Clint.Thomas@ADVISORPARTNERS.COM,114536
ELLWOOD,33 W MONROE,SUITE 1000,CHICAGO,IL,60603,3127825432,WWW.ELLWOODASSOCIATES.COM,Damon Harris,Damon.Harris@ELLWOODASSOCIATES.COM,110781
"FAMILY LEGACY, INC.",104 BROADUS AVENUE,,GREENVILLE,SC,29601,8642332788,WWW.FALEGACY.COM,Rogelio Gonzalez,Rogelio.Gonzalez@FALEGACY.COM,110945
"ANNEX WEALTH MANAGEMENT, LLC",12700 W BLUEMOUND ROAD,SUITE 200,ELM GROVE,WI,53122,2627866363,WWW.ANNEXADVISORS.COM,Juan Araiza,Juan.Araiza@ANNEXADVISORS.COM,127987
"BTS ASSET MANAGEMENT, INC.",420 BEDFORD STREET,SUITE 340,LEXINGTON,MA,02420,7818632545,WWW.BTSMANAGEMENT.COM,Augustin Gonzalez,Augustin.Gonzalez@BTSMANAGEMENT.COM,105215
"KOHMANN BOSSHARD FINANCIAL SERVICES, LLC.",130 SPRINGSIDE DRIVE,SUITE 210,AKRON,OH,44333,3306666886,WWW.KOHMANNBOSSHARD.COM,Kelli Seelig,Kelli.Seelig@KOHMANNBOSSHARD.COM,138851
UNITED ADVISORS,1715 INDIAN WOOD CIRCLE,SUITE 200,MAUMEE,OH,43537,2018640500,WWW.UAWEALTH.COM,Stephen Waits,Stephen.Waits@UAWEALTH.COM,133668
SPC,300 PARKLAND PLAZA,,ANN ARBOR,MI,48103,7346631611,WWW.PARKLAND4CLIENTS.COM,William White,William.White@PARKLAND4CLIENTS.COM,110692
HALLETT ADVISORS,321 EAST FIRST STREET,,PORT ANGELES,WA,98362-0338,3604576000,WWW.HALLETTADVISORS.US,Thomas Kneip,Thomas.Kneip@HALLETTADVISORS.US,115970
BERNO FINANCIAL MANAGEMENT INC,7454 JAGER COURT,,CINCINNATI,OH,45230-4344,5134749191,WWW.BERNOFINMGT.COM,Armando Casillas-Ortiz,Armando.Casillas-Ortiz@BERNOFINMGT.COM,107425
STARFIRE INVESTMENT ADVISERS INC,"3000 TOWN CENTER, SUITE 2235",,SOUTHFIELD,MI,48075-1159,2483522211,WWW.STARFIREINVEST.COM,Steven Hales,Steven.Hales@STARFIREINVEST.COM,107178
NORRIS PERNE & FRENCH LLP,"40 PEARL ST., NW, SUITE 300",,GRAND RAPIDS,MI,49503-3026,6164593421,WWW.NORRISPERNE.COM,Daniel Frausto,Daniel.Frausto@NORRISPERNE.COM,104683
CHANEY CAPITAL MANAGEMENT INC.,3500 188TH STREET SW,SUITE #445,LYNNWOOD,WA,98037,4256734060,WWW.CHANEYCAPITAL.COM/,Robert Johnson,Robert.Johnson@CHANEYCAPITAL.COM/,116511
MILLER-GREEN FINANCIAL SERVICES LLC,600 TRAVIS STREET,SUITE 5900,HOUSTON,TX,77002,7132243100,WWW.MILLER-GREEN.COM,Flaudio Calderon,Flaudio.Calderon@MILLER-GREEN.COM,110949
"BRAEBURN WEALTH MANAGEMENT, LLC",3597 HENRY STREET,SUITE 202,NORTON SHORES,MI,49441,2317200743,WWW.BRAEBURNWEALTH.COM,Victor Torres,Victor.Torres@BRAEBURNWEALTH.COM,158007
"JFR FINANCIAL SERVICES, INC.",3133 VAN HORN,,TRENTON,MI,48183,7346921421,WWW.JFRFINANCIAL.COM,James Vigil,James.Vigil@JFRFINANCIAL.COM,124456
"DANIELS + TANSEY, L.L.P.",1013 CENTRE ROAD,SUITE 220,WILMINGTON,DE,19805,3025941070,WWW.DANIELSTANSEY.COM,Anthony Luna,Anthony.Luna@DANIELSTANSEY.COM,127816
"KAHLER FINANCIAL GROUP, INC.",1010 9TH STREET,SUITE 1,RAPID CITY,SD,57701,6053431400,FINANCIALAWAKENINGS.COM,Alberto Ramirez,Alberto.Ramirez@FINANCIALAWAKENINGS.COM,124042
"COBURN & MEREDITH, INC.",1 OLD MILL LANE,,SIMSBURY,CT,06070,8605227171,WWW.BOSTONHARBORGROUP.COM,Florentino Nieves,Florentino.Nieves@BOSTONHARBORGROUP.COM,164
BEACON TRUST,163 MADISON AVENUE,,MORRISTOWN,NJ,07960,9734103100,WWW.BEACONTRUST.COM,Agustin Lupercio,Agustin.Lupercio@BEACONTRUST.COM,226547
"BERKSHIRE MONEY MANAGEMENT, INC.",161 MAIN STREET,,DALTON,MA,01226,8882326072,WWW.BERKSHIREMM.COM,Jose Batres,Jose.Batres@BERKSHIREMM.COM,124873
"RINET COMPANY, LLC",101 FEDERAL STREET,,BOSTON,MA,02110,6174882700,WWW.RINETCO.COM,Gilberto Fajardo,Gilberto.Fajardo@RINETCO.COM,106979
VIA GLOBAL ADVISORS LLC,1309 BEACON STREET,SUITE 300,BROOKLINE,MA,02446,7812666288,WWW.VIAGLOBALADVISORS.COM/,Gabriel Arroyo,Gabriel.Arroyo@VIAGLOBALADVISORS.COM/,171399
"AFFINITY INVESTMENT GROUP, LLC",18 HAMPTON ROAD,UNIT 7,EXETER,NH,03833,6037786436,WWW.AFFINITYINVESTMENTGROUP.COM,Roman Amezcua,Roman.Amezcua@AFFINITYINVESTMENTGROUP.COM,117191
"NOYES CAPITAL MANAGEMENT, LLC",17 VILLAGE ROAD,SECOND FLOOR,NEW VERNON,NJ,07976,9732678120,WWW.NOYESCAPITAL.COM/,Ruben Ramirez,Ruben.Ramirez@NOYESCAPITAL.COM/,128068
MARTINGALE ASSET MANAGEMENT,888 BOYLSTON STREET,SUITE 1400,BOSTON,MA,02199,6174244700,WWW.MARTINGALE.COM,Rosendo Valenzuela,Rosendo.Valenzuela@MARTINGALE.COM,108526
PINNACLE PENSION CONSULTANTS LLC,1492 HIGHLAND AVE.,SUITE 9,NEEDHAM,MA,02492,8573024105,WWW.PINNACLEPENSIONCONSULTANTS.COM,Armando Ruiz,Armando.Ruiz@PINNACLEPENSIONCONSULTANTS.COM,133442
"JACKSON, GRANT INVESTMENT ADVISERS, INC.",TWO HIGH RIDGE PARK,,STAMFORD,CT,06905,2033221198,WWW.JACKSONGRANT.US,Jose Rodriguez,Jose.Rodriguez@JACKSONGRANT.US,108156
BUILDER INVESTMENT GROUP,"TOWER PLACE 100, SUITE 1775","3340 PEACHTREE ROAD, N.E.",ATLANTA,GA,30326,4042339341,WWW.BIG-INC.COM,Avimael Hernandez,Avimael.Hernandez@BIG-INC.COM,107671
JRL CAPITAL ADVISORS LLC,20371 IRVINE AVE,SUITE A-140,NEWPORT BEACH,CA,92660,9496502928,WWW.CAPSTONEWEALTHPLANNING.COM,Jose Gutierrez,Jose.Gutierrez@CAPSTONEWEALTHPLANNING.COM,108162
"ABUNDANCE WEALTH COUNSELORS, LLC",232 REGENT COURT,,STATE COLLEGE,PA,16801,8148613810,WWW.ABUNDANCELLC.COM,Manuel Lomeli,Manuel.Lomeli@ABUNDANCELLC.COM,111740
TW ADVISORS,1065 E. CENTERVILLE STATION ROAD,,CENTERVILLE,OH,45459,9374289700,WWW.TWADVISORS.COM,Brent Goodfellow,Brent.Goodfellow@TWADVISORS.COM,117295
"JACKSON FINANCIAL SERVICES, LLC",1311 CHUCK DAWLEY BLVD.,SUITE 103,MT. PLEASANT,SC,29464,8007522354,WWW.JACKSONFINANCIAL.ORG,Norman Wright,Norman.Wright@JACKSONFINANCIAL.ORG,132252
LPS FINANCIAL LLC,61 BROADWAY,SUITE 2770,NEW YORK,NY,10006,2123287876,WWW.LPSFINANCIAL.COM/,Gabriel Aguado,Gabriel.Aguado@LPSFINANCIAL.COM/,167901
"CVA FAMILY OFFICE, LLC",101 UNIVERSITY BLVD,SUITE 400,DENVER,CO,80206,3032435619,WWW.CVAFAMILYOFFICE.COM/,Walter Recinos,Walter.Recinos@CVAFAMILYOFFICE.COM/,285035
RETIREMENT INCOME SECURITY SOLUTIONS,"218 SOUTH MAIN STREET, SUITE F",,PLYMOUTH,MI,48170,7347370866,WWW.RISSFIDUCIARY.COM,Edyn Recinos,Edyn.Recinos@RISSFIDUCIARY.COM,285705
CUSTOS FAMILY OFFICE LLC,44 COOK STREET,SUITE 700,DENVER,CO,80206,3035365315,WWW.CUSTOSFO.COM,Robert Duke,Robert.Duke@CUSTOSFO.COM,294025
"7258 WEALTH MANAGEMENT, INC.",730 17TH STREET,SUITE 107,DENVER,CO,80202,7204921381,WWW.7258WEALTH.COM/,Jesus Ortiz,Jesus.Ortiz@7258WEALTH.COM/,297110
"HOWE AND RUSLING, INC.",120 EAST AVE,,ROCHESTER,NY,14604,5853254140,WWW.HOWEANDRUSLING.COM,Patrick Cahow,Patrick.Cahow@HOWEANDRUSLING.COM,104627
"NORTHROCK PARTNERS, LLC",650 THIRD AVENUE SOUTH,SUITE 1500,MINNEAPOLIS,MN,55402,6123678800,WWW.NORTHROCKPARTNERS.COM,Joshua Torres,Joshua.Torres@NORTHROCKPARTNERS.COM,167908
"PUBLIC TRUST ADVISORS, LLC",717 17TH STREET,SUITE 1850,DENVER,CO,80202,8553953954,WWW.PUBLICTRUSTADVISORS.COM,Marco Frias,Marco.Frias@PUBLICTRUSTADVISORS.COM,159189
"MAINLINE PRIVATE WEALTH, LLC",308 E. LANCASTER AVENUE,SUITE 300,WYNNEWOOD,PA,19096,6108962050,WWW.MAINLINECO.COM,Michael Carucci,Michael.Carucci@MAINLINECO.COM,159295
"EPIQ PARTNERS, LLC",2919 KNOX AVENUE SOUTH,SUITE 200,MINNEAPOLIS,MN,55408,6128434800,WWW.EPIQPARTNERSLLC.COM,Russell Lippincott,Russell.Lippincott@EPIQPARTNERSLLC.COM,165139
"RETIREMENT STRATEGIES, INC.",10751 DEERWOOD PARK BOULEVARD,SUITE 302,JACKSONVILLE,FL,32256,9047303863,WWW.RSIRETIREMENT.COM,Michael Dodge,Michael.Dodge@RSIRETIREMENT.COM,134385
"GPS WEALTH STRATEGIES GROUP, LLC","8751 E. HAMPDEN AVE.,",UNIT C-1,DENVER,CO,80231,3036956988,WWW.JOELDANDREWS.COM,John Haig,John.Haig@JOELDANDREWS.COM,285507
"GREENWOOD CAPITAL ASSOCIATES, LLC",425 MAIN STREET,1ST FLOOR,GREENWOOD,SC,29646,8649414049,WWW.GCAINVESTMENTS.COM,Edouard Beauchesne Jr,Edouard.Beauchesne Jr@GCAINVESTMENTS.COM,115015
FIELDER CAPITAL GROUP LLC,535 FIFTH AVENUE,SUITE 602,NEW YORK,NY,10017,2129184860,WWW.FIELDERCAPITAL.COM,Robert Houle,Robert.Houle@FIELDERCAPITAL.COM,156737
"MONTEREY PRIVATE WEALTH, INC.",2340 GARDEN ROAD,SUITE 202,MONTEREY,CA,93940,8313723426,WWW.MONTEREYPRIVATEWEALTH.COM,Norman Chadwick,Norman.Chadwick@MONTEREYPRIVATEWEALTH.COM,114572
PBMARES WEALTH MANAGEMENT LLC,434 MCLAWS CIRCLE,SUITE 201,WILLIAMSBURG,VA,23185,7572297180,WWW.PBMARESWEALTH.COM,Bruce Martin,Bruce.Martin@PBMARESWEALTH.COM,116218
"HOOVER FINANCIAL ADVISORS, INC.",112 MOORES ROAD,SUITE 100,MALVERN,PA,19355,6106512777,WWW.HFAPLANNING.COM,Glenn George,Glenn.George@HFAPLANNING.COM,133979
"DURBIN BENNETT PRIVATE WEALTH MANAGEMENT, LLC",1601 SOUTH MO PAC EXPRESSWAY,SUITE 125D,AUSTIN,TX,78746,5126106930,WWW.DURBINBENNETTWEALTH.COM,Ryan Blaney,Ryan.Blaney@DURBINBENNETTWEALTH.COM,107722
AMDG FINANCIAL,218 SOUTH MAIN STREET,SUITE A,PLYMOUTH,MI,48170,7347370866,WWW.AMDGSERVICES.COM,Thomas Weidner,Thomas.Weidner@AMDGSERVICES.COM,119569
LD LOWE WEALTH ADVISORY,8330 LBJ FREEWAY,500,DALLAS,TX,75243,9723352523,WWW.LDLOWEPLAN.COM,Eugene Painter,Eugene.Painter@LDLOWEPLAN.COM,136596
"VALMARK ADVISERS, INC.",130 SPRINGSIDE DRIVE,SUITE 300,AKRON,OH,44333,8007655201,WWW.VALMARKFG.COM,Paul Blais,Paul.Blais@VALMARKFG.COM,108050
"TBH GLOBAL ASSET MANAGEMENT, LLC",6 CADILLAC DR.,SUITE 300,BRENTWOOD,TN,37027,6156904820,TBHGLOBALASSET.COM,Donald Mcintyre,Donald.Mcintyre@TBHGLOBALASSET.COM,145536
"RATHER & KITTRELL, INC.",11905 KINGSTON PIKE,,KNOXVILLE,TN,37934,8652188400,WWW.RKCAPITAL.COM,Kevin Leclair Sr,Kevin.Leclair Sr@RKCAPITAL.COM,114885
AURUM WEALTH MANAGEMENT GROUP LLC,6685 BETA DRIVE,,MAYFIELD VILLAGE,OH,44143,4406051900,AURUMWEALTH.COM,William Garside,William.Garside@AURUMWEALTH.COM,134628
PACIFIC WEALTH MANAGEMENT,11512 EL CAMINO REAL STE 350,,SAN DIEGO,CA,92130,8585099797,WWW.PACWEALTH.COM,Michael Jolicoeur,Michael.Jolicoeur@PACWEALTH.COM,113217
"TRINITY PORTFOLIO ADVISORS, LLC",121 COUNTRYSIDE COURT,SUITE 140,SOUTHLAKE,TX,76092,8174167227,TRINITYPORTFOLIO.COM,Dean Nason,Dean.Nason@TRINITYPORTFOLIO.COM,151721
"YOUNGS ADVISORY GROUP, INC.",1412 WALTER STREET,,BETHLEHEM,PA,18015,6109549940,WWW.YOUNGSAG.COM,Anthony Deveaux,Anthony.Deveaux@YOUNGSAG.COM,111268
SUMMIT PLANNING GROUP LLC,3071 VOYAGER DRIVE,SUITE A,GREEN BAY,WI,54311,9208849000,WWW.SPGCARES.COM,James Eckels,James.Eckels@SPGCARES.COM,139519
"INCOME & ASSET ADVISORY, INC.","80 BUSINESS PARK DRIVE, SUITE 304",,ARMONK,NY,10504,9142736800,WWW.THEADVISORY.COM,Gregory Leblanc,Gregory.Leblanc@THEADVISORY.COM,124955
"BLAND GARVEY WEALTH ADVISORS, LLC",2600 NORTH CENTRAL EXPRESSWAY,SUITE 550,RICHARDSON,TX,75080,9722312503,WWW.BLANDGARVEYWEALTHADVISORS.COM,Clinton Mills,Clinton.Mills@BLANDGARVEYWEALTHADVISORS.COM,140066
"AUTUMN LANE ADVISORS, LLC",7500 SAN FELIPE,SUITE 825,HOUSTON,TX,77063,7136362075,WWW.AUTUMNLANELLC.COM,Jeffrey Lamie,Jeffrey.Lamie@AUTUMNLANELLC.COM,173624
"TRIANGLE PEAK PARTNERS, LP","CARMEL PLAZA, SUITE 305",(OCEAN & MISSION),CARMEL,CA,93921,8319989540,WWW.TRIANGLEPEAKPARTNERS.COM,Andy Mcdaniels,Andy.Mcdaniels@TRIANGLEPEAKPARTNERS.COM,147917
"GREYCOURT & CO., INC.",2100 WHARTON STREET,SUITE 600,PITTSBURGH,PA,15203,4123610100,WWW.GREYCOURT.COM,Steven Holland,Steven.Holland@GREYCOURT.COM,111936
WESTWOOD MANAGEMENT CORP,200 CRESCENT COURT,SUITE 1200,DALLAS,TX,75201,2147566900,WWW.WESTWOODFUNDS.COM,Brian Hill,Brian.Hill@WESTWOODFUNDS.COM,110269
"FRONT STREET CAPITAL MANAGEMENT, INC.","218 EAST FRONT STREET, SUITE 205",,MISSOULA,MT,59802,4065410130,WWW.FRONTSTREETCAP.COM/,Roger Poisson Jr,Roger.Poisson Jr@FRONTSTREETCAP.COM/,141974
"INDEPENDENCE ADVISORS, LLC",620 LEE ROAD,SUITE 100,WAYNE,PA,19087-5636,6106958070,WWW.INDEPENDENCEADVISORS.COM,Stephen Bunker Jr,Stephen.Bunker Jr@INDEPENDENCEADVISORS.COM,153687
"IMC ADVISORS, LLC","540 PLAZA DRIVE, SUITE L",,COLUMBUS,IN,47201-2922,8123763331,WWW.IMCADVISORS.COM,Nicholas Durand,Nicholas.Durand@IMCADVISORS.COM,111537
"CULVER INVESTMENT COMPANY, LLC",360 INTERLOCKEN BLVD.,SUITE 104,BROOMFIELD,CO,80021-3490,3034423670,WWW.CULVERINVESTMENT.COM,Jeff Tibbetts,Jeff.Tibbetts@CULVERINVESTMENT.COM,112198
"VERSANT CAPITAL MANAGEMENT, INC.",2394 EAST CAMELBACK ROAD,SUITE 100,PHOENIX,AZ,85016-9260,6026353760,WWW.VERSANTCM.COM,Jay Johnson,Jay.Johnson@VERSANTCM.COM,131692
THE ADVISORY GROUP,20955 PATHFINDER ROAD,SUITE 110,DIAMOND BAR,CA,91765-4029,9098697880,WWW.THEADVISORYGRP.COM,Haven Richards,Haven.Richards@THEADVISORYGRP.COM,109175
"THE CAPITAL CHART ROOM, LTD",2821 WEST 7TH STREET,SUITE 550,FORT WORTH,TX,76107-8912,8178016455,WWW.THECAPITALCHARTROOM.COM/,Jay Estabrook,Jay.Estabrook@THECAPITALCHARTROOM.COM/,117980
CM WEALTH ADVISORS INC.,"30195 CHAGRIN BLVD., SUITE 250",,CLEVELAND,OH,44124-5758,2168319667,WWW.CMWEALTHADVISORS.COM,Charles Bean,Charles.Bean@CMWEALTHADVISORS.COM,119467
FCA CORP,791 TOWN & COUNTRY BLVD.,SUITE 250,HOUSTON,TX,77024-3925,7137812856,WWW.FCACORP.COM,Richard Folsom,Richard.Folsom@FCACORP.COM,110658
"PARKWAY ADVISORS, L.P.",6550 DIRECTORS PARKWAY,,ABILENE,TX,79606-5854,3257952111,WWW.PARKWAYADVISORS.COM,Douglas Sylvester,Douglas.Sylvester@PARKWAYADVISORS.COM,112629
"EHLERS INVESTMENT PARTNERS, LLC",N21W23350 RIDGEVIEW PARKWAY WEST,SUITE 100,WAUKESHA,WI,53188-1015,2627961520,EHLERSINVEST.COM/,Arnold Vickery Jr,Arnold.Vickery Jr@EHLERSINVEST.COM/,146385
CHANDLER ASSET MANAGEMENT INC,6225 LUSK BOULEVARD,,SAN DIEGO,CA,92121-2796,8585463737,WWW.CHANDLERASSET.COM,Mark Johnson,Mark.Johnson@CHANDLERASSET.COM,107287
CHASE INVESTMENT COUNSEL CORPORATION,"350 OLD IVY WAY, SUITE 100",,CHARLOTTESVILLE,VA,22903-4897,4342939104,WWW.CHASEGROWTHFUNDS.COM,George Googins,George.Googins@CHASEGROWTHFUNDS.COM,104648
"PENN INVESTMENT ADVISORS, INC.",107 FLORAL VALE BLVD,,YARDLEY,PA,19067,18006261027,WWW.PENNADVISORS.COM,Richard Sturgeon,Richard.Sturgeon@PENNADVISORS.COM,151715
"ARISTA WEALTH MANAGEMENT, LLC",8876 SPANISH RIDGE AVENUE,SUITE 202,LAS VEGAS,NV,89148,7023099970,WWW.ARISTAWEALTH.COM/,Alan Breton,Alan.Breton@ARISTAWEALTH.COM/,141504
MATRIX ASSET ADVISORS INC,10 BANK STREET,SUITE 590,WHITE PLAINS,NY,10606,2124862004,WWW.MATRIXASSETADVISORS.COM,Donald Vickery,Donald.Vickery@MATRIXASSETADVISORS.COM,107408
"CONNING, INC.",ONE FINANCIAL PLAZA,755 MAIN STREET,HARTFORD,CT,06103,8602992000,WWW.CONNING.COM,Sidney Greenrose Sr,Sidney.Greenrose Sr@CONNING.COM,107423
"PATTON ALBERTSON MILLER GROUP, LLC",605 CHESTNUT STREET,SUITE 1010,CHATTANOOGA,TN,37450,4234142100,WWW.PATTONALBERTSONMILLER.COM/,Scott Sawyer,Scott.Sawyer@PATTONALBERTSONMILLER.COM/,281558
"RMR WEALTH BUILDERS, INC.","500 GLENPOINTE CENTRE WEST, 4TH FLOOR, SUITE 39",,TEANECK,NJ,07666,2018362460,WWW.RMRWEALTH.COM,John Vining Jr,John.Vining Jr@RMRWEALTH.COM,169005
WILSEY ASSET MANAGEMENT INCORPORATED,10680 TREENA STREET,STE 160,SAN DIEGO,CA,92131,8585464306,WWW.WILSEYASSETMANAGEMENT.COM,Eric Wyman,Eric.Wyman@WILSEYASSETMANAGEMENT.COM,130482
"FAMILY OFFICE PARTNERS, INC.","4431 NORTHSIDE PARKWAY,",SUITE 229,ATLANTA,GA,30327,4048496916,WWW.COPPERBEECHFG.COM,John Bridge,John.Bridge@COPPERBEECHFG.COM,285939
"TANGLEWOOD LEGACY ADVISORS, LLC","ONE RIVERWAY, SUITE 1550",,HOUSTON,TX,77056,7135994999,WWW.FAMILY-CFO.COM,Paul Hill,Paul.Hill@FAMILY-CFO.COM,127289
"PARKER ADVISORY GROUP, INC",20 NORTH MAIN STREET,SUITE 202,ST. GEORGE,UT,84770,4356288773,WWW.PARKERADVISOR.COM,Stephen Turner,Stephen.Turner@PARKERADVISOR.COM,150946
"THOMAS J. HERZFELD ADVISORS, INC.",119 WASHINGTON AVENUE,SUITE 504,MIAMI BEACH,FL,33139,3052711900,WWW.HERZFELDRESEARCH.COM,Michael Cote,Michael.Cote@HERZFELDRESEARCH.COM,108369
WAFRA INC.,345 PARK AVENUE 41ST FLOOR,,NEW YORK,NY,10154-0101,2127593700,WWW.WAFRA.COM,Raymond Mansfield,Raymond.Mansfield@WAFRA.COM,108673
"KEEL POINT, LLC",100 CHURCH STREET,SUITE 500,HUNTSVILLE,AL,35801,2567045111,KEELPOINT.COM,Patrick King,Patrick.King@KEELPOINT.COM,127902
"PRIVATE PORTFOLIO PARTNERS, LLC",461 FROM ROAD,SUITE 385,PARAMUS,NJ,07652,2019396644,WWW.ARCHWAYWEALTH.COM,Jose Hernadez,Jose.Hernadez@ARCHWAYWEALTH.COM,165616
GLADSTONE WEALTH GROUP,1400 RT. 206,SUITE 100,BEDMINSTER,NJ,07921,9087191313,WWW.PWGCLIENT.COM,Michael Morel,Michael.Morel@PWGCLIENT.COM,250787
"CG CAPITAL MANAGEMENT, LLC",733 3RD AVENUE,24TH FLOOR,NEW YORK,NY,10017,2124021335,WWW.CGCAPITALMANAGEMENT.COM/,Randy Wood,Randy.Wood@CGCAPITALMANAGEMENT.COM/,283988
"GRAND CENTRAL INVESTMENT GROUP, LLC",GRAND CENTRAL PLACE,"442 W. KENNEDY BLVD, SUITE 340",TAMPA,FL,33606,8132514200,WWW.GRANDCENTRALGROUP.COM,Ronald Fulton,Ronald.Fulton@GRANDCENTRALGROUP.COM,172537
PATTERSON & ASSOCIATES,BARTON OAKS PLAZA II,"901 S. MOPAC, SUITE 195",AUSTIN,TX,78746,5123205042,WWW.PATTERSON.NET,David Sansouci Jr,David.Sansouci Jr@PATTERSON.NET,110735
"AMBASSADOR ADVISORS, LLC",1755 OREGON PIKE,,LANCASTER,PA,17601,7175608300,WWW.AMBASSADORADVISORS.COM,Richard Yaskis,Richard.Yaskis@AMBASSADORADVISORS.COM,116978
"ELLIS INVESTMENT PARTNERS, LLC",920 CASSATT ROAD,"200 BERWYN PARK, SUITE 115",BERWYN,PA,19312,4843206300,WWW.ELLISINVESTMENTPARTNERS.COM,Alexander Cordiner,Alexander.Cordiner@ELLISINVESTMENTPARTNERS.COM,157669
"WEALTH LEGACY INSTITUTE, INC.",950 SOUTH CHERRY STREET,SUITE 505,DENVER,CO,80246,3037537578,WWW.WEALTHLEGACYINSTITUTE.COM,Brian Manca,Brian.Manca@WEALTHLEGACYINSTITUTE.COM,144152
"D'ORAZIO & ASSOCIATES, INC.",7600 LEESBURG PIKE,SUITE 460 EAST,FALLS CHURCH,VA,22043,7032693100,WWW.DORAZIOADVISORS.COM,Richard Anderson,Richard.Anderson@DORAZIOADVISORS.COM,131976
CAPITAL PLANNING LLC,10900 NE 4TH STREET,SUITE 1030,BELLEVUE,WA,98004,4256431800,WWW.CAPPLANLLC.COM,Melido Vasquez,Melido.Vasquez@CAPPLANLLC.COM,169470
